cgpa,internships,intern_quality,certifications,skill_level,projects_score,course,tier,placement_rate,avg_salary,placement_cell,job_demand,job_activity,region_density,macro,pipeline,placed_3m,placed_6m,placed_12m,salary,risk
9.7,0,0,4,1,1,6,3,57,2.7,2,1,2,0.6417677457302631,2,2,1,1,1,1.1,low
7.81,0,0,1,2,1,14,3,87,7.0,3,1,2,0.6851526303365245,4,2,1,1,1,7.7,low
7.53,0,0,2,0,2,6,3,91,5.7,3,1,1,0.5106677287308149,1,0,1,1,1,4.5,medium
4.13,0,0,1,1,3,14,2,30,5.4,0,3,2,0.11547971676270669,4,0,0,1,1,8.3,medium
6.21,1,1,0,0,0,13,3,25,3.4,1,2,1,0.470971476032096,3,1,0,1,1,3.9,high
3.98,3,0,2,1,0,14,3,60,6.0,1,1,2,0.3384976692759819,3,4,1,1,1,4.8,low
4.13,1,4,0,1,1,4,3,42,4.2,0,2,1,0.37339325495872666,2,1,0,1,1,2.2,high
8.08,0,0,2,1,1,7,3,58,6.7,2,3,2,0.25951302795999165,3,3,0,1,1,6.3,low
7.42,0,0,2,1,1,0,1,80,36.9,2,3,1,0.23917280769453114,2,2,1,1,1,45.6,low
6.02,3,3,3,2,2,2,3,76,6.0,2,1,1,0.3548145617604329,2,1,1,1,1,7.5,low
6.17,0,0,4,2,1,12,1,47,13.5,1,2,3,0.4067623622358363,3,2,0,1,1,12.5,low
6.64,2,0,3,1,3,9,1,92,12.8,2,1,3,0.7101080355001755,1,0,0,1,1,14.9,low
9.37,0,0,0,0,2,11,3,75,2.4,2,2,1,0.9459311782968595,2,1,0,0,1,1.8,high
9.99,0,0,0,0,1,2,2,97,10.2,0,2,2,0.9300999710285277,3,1,0,1,1,13.5,low
6.73,2,0,0,1,1,14,3,32,4.7,0,2,3,0.32078096357172575,1,1,1,1,1,5.4,low
6.3,1,0,1,1,0,6,3,57,2.9,3,2,2,0.9248693942588315,1,2,0,0,0,1.6,medium
5.64,1,0,1,0,3,11,3,66,2.3,0,1,1,0.10244448456852893,3,1,1,1,1,1.1,medium
6.73,0,0,5,0,0,11,2,57,5.0,0,1,2,0.7325687962613961,1,0,1,1,1,8.0,medium
8.09,3,0,0,1,1,4,2,97,15.1,3,3,3,0.4843658962665902,2,0,0,1,1,14.9,low
4.63,0,0,4,0,1,1,2,45,12.7,3,2,1,0.6601666554401242,3,4,0,1,1,13.9,low
4.8,2,2,0,1,0,3,2,56,5.2,2,1,3,0.8664118304454584,2,0,0,0,1,5.6,medium
4.94,0,0,2,0,2,2,2,66,9.9,2,2,2,0.2984433935078575,4,1,1,1,1,6.8,low
5.61,0,0,3,1,2,1,1,96,20.3,3,1,3,0.7609537680905245,3,2,0,1,1,25.2,low
7.25,0,0,1,0,0,11,3,50,5.3,0,2,1,0.9032995500513759,2,0,0,0,1,5.4,high
3.9,0,0,3,0,0,3,3,26,2.2,2,1,1,0.2593021625281364,2,0,1,1,1,2.0,high
5.85,0,0,2,0,0,3,2,95,7.0,0,1,1,0.42267722979177047,2,2,0,1,1,5.1,high
6.1,0,0,1,1,1,9,3,37,2.9,0,1,3,0.9202895810587104,3,1,0,1,1,2.6,medium
6.04,0,0,1,0,0,7,3,56,3.2,3,3,1,0.8680526145583839,2,0,0,1,1,3.2,medium
8.49,0,0,5,1,3,12,1,62,10.4,0,1,3,0.6753630617145473,3,0,1,1,1,9.5,low
8.66,0,0,0,1,0,10,2,46,4.2,0,1,3,0.9255575136544639,1,1,1,1,1,4.9,low
7.77,0,0,0,1,1,11,2,26,7.5,0,3,1,0.5820340099428981,2,0,0,1,1,3.9,medium
7.46,0,0,2,0,3,2,2,91,10.2,2,1,2,0.3825728680655941,1,1,1,1,1,10.6,low
6.1,1,0,0,0,3,9,3,52,5.6,0,1,2,0.3150689569508677,4,3,1,1,1,7.1,medium
5.28,1,0,4,1,1,13,1,31,11.1,2,1,2,0.518245044407325,2,0,1,1,1,12.1,low
6.3,0,0,0,0,0,9,1,76,19.0,2,2,1,0.8237533646188251,2,4,1,1,1,19.6,low
9.63,1,4,0,2,0,9,3,82,6.1,2,1,2,0.757330062585096,3,2,0,0,1,8.049999999999999,low
7.03,0,0,2,0,1,7,3,62,6.2,1,3,2,0.1202544513384652,2,0,0,1,1,8.049999999999999,medium
8.67,0,0,0,0,3,3,2,86,5.6,2,1,1,0.5629134897747637,2,0,1,1,1,7.0,high
5.17,0,0,1,0,2,2,3,46,6.3,0,2,2,0.9319659705671189,2,4,0,0,0,7.0,high
8.27,3,4,2,1,0,3,1,91,16.0,2,1,1,0.571991581428054,3,1,1,1,1,16.2,low
4.66,0,0,4,1,1,5,1,71,19.4,1,2,2,0.838840216628984,1,1,1,1,1,21.3,low
4.93,0,0,1,1,1,0,3,97,4.1,1,2,1,0.5894145882837554,2,0,0,1,1,2.1,high
7.59,4,3,1,1,2,9,2,61,7.6,3,1,3,0.1667098071062737,2,2,1,1,1,11.4,low
6.03,0,0,4,0,3,13,3,84,5.8,1,1,3,0.6311830644292133,3,2,0,0,0,2.3,high
8.85,0,0,2,0,1,8,2,42,13.6,1,3,1,0.4824817663593527,2,0,0,1,1,15.5,low
4.58,1,0,3,1,0,10,3,52,3.6,1,1,2,0.6580793498975928,2,2,0,0,1,2.2,high
7.62,2,2,1,1,1,0,3,27,4.1,0,3,3,0.4273840179823484,2,2,0,1,1,4.9,low
7.32,3,2,1,0,3,11,3,44,4.2,3,2,1,0.5908136523659512,1,3,0,0,1,4.5,medium
4.96,3,0,1,2,0,9,3,37,3.5,0,1,3,0.7946106442962338,2,0,1,1,1,1.1,medium
5.66,2,1,0,2,3,7,3,38,5.4,0,1,1,0.7592040187022782,1,2,0,0,0,4.1,high
9.31,1,1,0,1,2,3,2,64,5.7,2,1,1,0.6293215846905424,2,0,1,1,1,5.0,low
4.79,0,0,3,2,1,2,3,33,3.6,0,2,2,0.9468761342945844,2,3,0,1,1,3.9,low
7.28,1,0,0,1,1,10,3,73,2.7,0,1,2,0.8143753500381601,4,0,1,1,1,3.9,low
9.05,0,0,0,0,1,2,2,28,6.4,2,1,1,0.6638128013915998,4,0,0,1,1,8.7,low
9.23,2,1,2,0,3,10,3,54,4.4,2,1,2,0.5477308565674381,1,1,0,1,1,5.75,low
4.59,1,0,0,0,2,2,3,56,4.6,2,1,3,0.17157079128331193,4,0,1,1,1,4.9,low
5.87,1,0,1,1,0,3,2,81,4.3,0,1,1,0.4452037639636294,3,2,0,0,1,2.2,high
6.01,0,0,5,1,2,13,3,86,4.5,1,1,1,0.4199836878000358,1,0,0,0,0,3.7,high
7.19,0,0,4,0,3,14,2,92,5.7,0,1,2,0.8265629394302314,3,0,0,0,1,6.4,medium
7.58,4,0,0,1,1,11,2,51,6.4,0,1,3,0.4917926796415,4,2,1,1,1,8.0,low
4.39,1,3,1,0,0,8,2,49,9.0,0,2,2,0.2317285563209347,2,4,0,1,1,8.3,low
4.23,4,0,0,0,3,9,1,76,10.9,1,1,1,0.507520208408725,1,4,1,1,1,14.0,low
6.82,0,0,2,1,0,11,3,31,3.9,2,1,1,0.4454461238904547,2,3,0,0,1,4.9,medium
5.42,0,0,5,0,1,0,3,58,6.1,1,2,2,0.6319654711964585,2,2,1,1,1,7.7,low
5.39,1,0,5,2,3,13,2,81,4.4,3,1,1,0.20601670645557435,3,0,1,1,1,4.1,low
9.88,0,0,0,0,2,5,3,85,5.8,2,2,2,0.522391197875076,2,2,0,1,1,6.5,low
5.49,1,3,2,2,1,13,1,83,15.1,1,1,3,0.8940276328712873,2,2,1,1,1,20.7,low
9.7,0,0,3,1,1,13,3,96,5.9,2,1,2,0.8220695041004535,3,0,1,1,1,5.3,medium
7.52,1,1,1,1,0,0,3,46,6.0,1,3,1,0.3309917248536508,2,3,1,1,1,8.0,low
3.87,0,0,0,1,2,5,1,74,17.7,3,2,1,0.23610277526529022,2,3,1,1,1,19.5,low
7.48,1,0,3,1,0,9,2,68,5.9,0,2,3,0.9638834673262707,3,0,0,0,1,6.8,medium
9.17,3,0,2,0,0,6,3,88,4.3,0,2,3,0.12920700458851236,4,2,1,1,1,6.8999999999999995,low
4.62,0,0,1,2,1,14,2,45,5.3,3,3,1,0.606787994430523,1,1,0,0,1,4.5,medium
7.61,0,0,4,0,2,11,3,26,4.2,0,2,1,0.38914936237147735,2,0,1,1,1,5.7,low
4.05,0,0,5,1,1,0,2,36,8.7,3,3,1,0.5592850478404842,3,4,0,1,1,13.3,low
5.93,1,4,2,1,0,8,3,69,5.0,2,2,2,0.5142448359683187,2,0,0,0,1,6.8,high
3.65,2,0,2,0,0,12,3,57,2.3,0,1,1,0.9377267432104182,4,0,1,1,1,4.0,high
6.84,0,0,2,0,3,9,2,39,7.8,0,2,2,0.3272595940582633,2,3,1,1,1,9.5,low
7.49,0,0,1,1,1,7,3,28,6.8,2,1,1,0.19966519140759714,2,0,0,0,0,2.3,high
4.15,0,0,0,1,1,7,2,84,9.4,0,3,1,0.11880460754454186,4,0,0,0,1,6.8,high
9.93,1,0,5,1,2,2,1,77,14.8,3,2,2,0.31942561415886805,2,0,1,1,1,17.2,low
6.64,0,0,2,1,2,10,3,89,2.3,0,1,2,0.9718449643397115,1,1,1,1,1,5.75,low
6.06,0,0,3,1,1,6,3,97,4.7,2,2,3,0.19439920379405545,3,0,1,1,1,4.4,high
6.08,0,0,2,1,2,4,3,86,7.1,2,3,2,0.5429653469335005,2,1,1,1,1,5.7,low
3.8,1,0,2,2,1,7,3,82,5.1,1,2,3,0.3352290020161849,4,2,0,1,1,1.6500000000000001,medium
6.29,1,2,2,1,3,13,3,62,5.0,1,1,2,0.42781623541908953,2,3,0,1,1,4.9,medium
7.62,1,2,0,2,1,2,3,91,3.9,1,1,1,0.16358816403583593,2,4,1,1,1,3.6,medium
7.74,1,4,0,0,0,11,3,63,2.6,1,1,1,0.1226899034597279,4,1,0,1,1,2.6,low
5.46,0,0,1,2,0,2,3,83,3.2,1,2,3,0.20548758634821712,3,3,1,1,1,4.0,low
6.13,0,0,1,0,0,9,2,72,7.1,1,1,2,0.638311789450239,2,1,1,1,1,9.8,medium
6.66,0,0,4,0,0,3,3,55,5.8,0,1,3,0.16130132540295222,3,2,1,1,1,4.0,medium
7.79,0,0,0,0,1,9,3,65,5.4,1,1,1,0.7601703356258079,2,1,1,1,1,5.6,low
8.74,0,0,3,1,1,11,3,82,3.7,1,2,3,0.2230067866991551,1,2,0,0,0,1.1,high
6.91,1,0,1,1,1,10,3,39,2.2,0,1,2,0.2718255681364221,2,0,1,1,1,1.1,low
5.86,0,0,1,0,2,7,2,49,9.3,0,1,2,0.3449516682977806,2,1,0,1,1,8.3,high
5.92,0,0,0,1,1,12,3,34,2.3,1,2,2,0.3506965981865374,1,3,0,0,0,1.1,high
9.32,2,0,1,1,0,14,3,86,6.5,1,1,3,0.7751315856424884,1,0,0,1,1,6.3,medium
4.51,3,3,1,2,1,10,3,44,4.8,2,1,2,0.8230558221364536,1,1,0,1,1,5.75,medium
9.07,1,0,2,1,2,5,3,67,4.1,3,3,2,0.864995013617611,2,1,1,1,1,6.8,low
7.61,1,0,1,0,3,11,3,54,4.3,2,2,3,0.9441904824773667,1,0,0,0,1,3.0,high
8.3,1,1,4,1,2,1,3,52,4.8,0,2,1,0.554357320394884,2,2,0,1,1,4.8,low
7.53,1,1,2,1,2,11,1,47,13.1,0,3,3,0.9650952227397331,3,3,0,1,1,14.9,low
5.31,0,0,1,0,1,5,1,85,19.4,2,2,2,0.6238199369589658,3,0,1,1,1,23.0,low
7.41,0,0,1,2,1,12,3,36,4.3,3,1,1,0.5586159372348779,2,1,0,0,1,5.75,high
9.96,0,0,2,2,0,8,2,56,7.9,2,1,3,0.8309371974108969,1,1,0,1,1,7.5,medium
8.23,2,0,0,0,3,7,3,52,6.1,1,2,3,0.5404297265208218,2,0,1,1,1,7.4,low
7.95,1,1,1,2,0,2,3,58,6.3,0,1,1,0.5427496945580883,3,0,0,0,0,6.6,medium
6.68,0,0,2,0,0,6,2,62,4.1,1,1,1,0.8341607032928381,1,0,0,0,1,5.1,high
9.69,1,0,2,1,2,4,2,42,7.4,3,3,2,0.47014348310965426,1,3,1,1,1,6.8,low
3.8,0,0,3,0,1,11,2,37,3.4,1,1,1,0.5177351966198291,2,0,1,1,1,1.6500000000000001,medium
8.06,0,0,1,0,2,7,1,98,20.3,0,1,3,0.7219908049105898,3,0,1,1,1,20.2,low
8.9,0,0,2,1,2,1,3,67,6.7,0,3,2,0.5409607953810536,2,0,1,1,1,9.2,low
7.21,3,1,3,0,1,1,1,73,19.2,3,2,1,0.4970845186358406,4,1,0,1,1,23.5,low
7.12,0,0,0,1,0,14,1,88,23.3,1,2,3,0.7898296108180717,2,2,0,0,1,25.9,low
8.93,0,0,3,0,0,6,2,47,3.7,0,2,2,0.4320400293561525,3,0,1,1,1,7.4,medium
5.62,1,4,3,2,2,4,3,97,8.1,2,3,1,0.467920205410172,2,1,1,1,1,7.8,low
6.1,1,4,1,1,1,2,2,26,11.9,2,2,2,0.3514371658440776,3,3,1,1,1,13.799999999999999,low
4.38,0,0,1,2,1,7,2,71,9.1,2,1,1,0.7236516908220316,2,2,0,1,1,8.3,medium
6.18,0,0,2,0,1,5,2,65,10.9,1,3,1,0.1205432996647543,2,3,0,0,1,12.4,medium
9.18,0,0,1,0,1,3,3,52,4.4,2,1,3,0.21520111196849978,2,2,0,1,1,5.0,medium
3.96,0,0,1,2,1,2,2,65,6.2,2,1,1,0.5817834146474676,3,0,1,1,1,7.1,low
7.39,1,0,2,0,2,5,2,28,10.6,2,1,2,0.4395792093310138,3,1,0,0,0,11.1,medium
6.35,2,1,1,0,3,7,3,46,4.8,1,3,1,0.45658933243382227,3,2,1,1,1,7.0,low
6.57,2,0,4,1,3,0,2,32,7.6,1,2,1,0.23706374695983873,3,1,1,1,1,7.8,low
6.54,0,0,2,1,0,14,3,76,3.2,2,3,2,0.6264263141416224,2,3,1,1,1,2.9,medium
8.29,0,0,1,0,0,11,2,83,7.1,0,2,1,0.560715177325524,1,0,0,0,0,6.9,high
3.56,0,0,0,1,0,11,3,90,5.4,0,3,1,0.5433527851681,3,1,0,1,1,3.3,high
5.28,0,0,0,1,2,4,2,67,14.1,3,3,1,0.9486166016952151,1,4,1,1,1,14.5,low
6.22,0,0,2,2,2,9,3,67,2.9,1,1,3,0.9825894958474025,2,0,0,0,0,1.6,medium
3.68,0,0,0,0,0,14,3,62,3.7,0,1,2,0.4211121575682666,2,0,0,0,0,6.4,high
7.5,0,0,1,1,1,6,2,39,5.0,0,2,1,0.1824172475279795,1,0,1,1,1,3.8,medium
4.33,2,0,2,1,1,1,2,39,6.5,0,3,3,0.6180535569457671,1,1,0,0,0,3.8,high
6.14,0,0,0,1,1,14,2,29,10.9,2,2,2,0.6794352706897498,2,3,1,1,1,13.1,low
5.63,2,3,2,1,2,3,2,76,5.7,0,1,2,0.9376147101643919,3,1,1,1,1,11.0,low
3.74,0,0,1,1,2,14,3,38,6.8,1,1,2,0.36916189574767777,1,1,0,0,1,5.3,high
6.75,0,0,0,0,1,0,3,51,6.9,2,3,1,0.2805945054493653,2,2,0,1,1,9.0,low
9.21,0,0,1,1,0,12,2,92,7.6,1,1,3,0.8900972006470294,1,2,1,1,1,8.0,medium
8.37,1,0,2,2,1,2,2,78,10.1,0,2,3,0.4365156185426974,4,2,1,1,1,10.4,low
5.81,2,2,0,0,2,1,3,35,5.6,3,2,1,0.25225843567213285,3,1,0,1,1,5.4,medium
6.13,0,0,3,1,2,1,3,58,7.3,2,2,1,0.5494159993231265,3,4,1,1,1,8.2,low
9.8,2,0,1,2,0,3,2,48,6.2,1,1,1,0.9477462159328774,3,4,1,1,1,4.0,medium
6.83,0,0,1,0,2,8,3,94,7.2,0,2,3,0.5930321662812413,1,1,1,1,1,9.2,medium
7.65,1,2,0,0,2,3,2,40,7.0,1,1,1,0.3324455523534683,3,0,0,1,1,10.4,low
6.34,2,0,1,2,2,14,3,29,6.4,1,1,1,0.7701468450867908,3,3,1,1,1,7.0,low
4.63,2,3,0,1,0,14,2,64,5.6,2,3,2,0.7533482174036574,3,0,0,1,1,10.9,low
5.46,1,1,5,2,1,3,1,87,11.8,1,1,1,0.3072170843840524,2,2,0,0,1,10.0,medium
4.48,2,0,2,2,3,7,3,66,6.8,3,2,2,0.8280689519937725,2,1,0,1,1,8.049999999999999,low
4.08,4,1,3,1,1,2,2,59,9.9,1,2,1,0.24065718760288055,3,0,0,1,1,11.1,medium
4.14,4,2,0,1,0,13,3,63,5.2,0,1,2,0.6087678040900595,3,0,0,1,1,6.8999999999999995,low
4.15,0,0,3,1,0,8,2,43,6.9,1,2,1,0.17516753490970996,2,0,0,1,1,2.75,high
5.11,0,0,0,1,2,6,3,55,5.6,2,2,3,0.9642704673413568,2,3,0,1,1,6.8999999999999995,low
4.85,1,4,2,1,0,7,1,58,10.6,1,1,1,0.7131709485579157,2,2,1,1,1,6.5,medium
8.47,1,3,1,1,2,13,3,80,4.4,3,1,2,0.6982498671525162,1,1,1,1,1,2.1,medium
8.86,0,0,1,2,3,4,3,27,4.2,1,2,1,0.24139885301760003,3,0,0,0,1,8.3,medium
9.53,1,0,0,0,1,11,2,97,3.4,2,1,3,0.39173455640312815,4,0,1,1,1,7.0,low
5.81,0,0,3,0,2,7,1,65,11.7,2,2,1,0.2396505998927336,1,1,1,1,1,14.8,low
7.72,0,0,1,0,2,1,2,54,6.8,1,3,1,0.21275611726216148,4,0,0,0,1,4.0,medium
7.6,0,0,2,1,2,8,3,27,3.4,3,2,1,0.2724263843680307,3,0,0,1,1,2.2,medium
7.86,3,4,4,0,3,5,2,37,10.1,2,2,3,0.5516569165667866,1,0,1,1,1,11.4,low
3.85,1,2,2,1,0,9,3,43,3.6,3,1,3,0.8888108549759522,4,3,0,1,1,3.0,medium
4.37,1,0,0,0,1,2,2,51,9.9,3,2,2,0.9867927502275893,2,1,0,0,1,5.4,high
5.77,1,3,4,1,1,1,3,57,3.1,0,1,1,0.9777898574147851,2,2,1,1,1,5.6,low
5.22,1,2,0,0,2,3,3,83,3.1,0,1,2,0.5622486376736533,2,3,1,1,1,5.7,low
7.17,1,0,2,1,2,1,3,77,7.6,0,2,3,0.8551537293428624,3,1,0,0,1,9.2,low
6.68,0,0,0,0,0,14,3,66,4.4,1,1,2,0.949050161778101,2,0,0,0,1,6.7,high
6.02,0,0,0,0,0,2,2,72,9.3,0,2,1,0.7862013358966822,2,0,0,1,1,11.1,medium
7.91,0,0,1,1,0,4,3,95,6.7,1,3,2,0.13920811052101822,2,1,1,1,1,5.4,medium
9.01,0,0,5,1,2,7,2,42,11.4,0,2,1,0.27639216418606827,2,1,0,0,0,6.6,high
5.73,1,4,0,2,2,12,3,72,4.6,1,1,1,0.40478204464289014,3,1,0,1,1,5.2,low
5.09,2,0,2,2,0,9,3,32,5.1,1,1,1,0.2870161875157934,3,0,1,1,1,2.6,low
6.88,2,1,1,0,1,7,3,27,3.1,3,1,3,0.1006562486328739,4,0,1,1,1,3.4,medium
9.58,1,0,1,1,2,11,3,46,4.7,0,2,1,0.8160778059975805,2,1,0,0,1,4.5,medium
5.11,2,3,0,0,3,4,3,61,8.8,0,3,2,0.9035713640166981,4,0,1,1,1,10.0,medium
4.56,0,0,0,0,1,2,3,68,4.3,0,3,1,0.15665760648840557,3,3,0,0,0,5.5,high
4.51,1,4,1,1,2,14,2,78,8.8,2,3,3,0.7163833174428533,2,3,1,1,1,12.6,low
7.52,0,0,1,2,3,5,2,66,8.7,2,3,1,0.5478412260116005,3,3,0,1,1,7.6,low
4.72,1,2,0,1,0,3,3,33,4.4,1,1,1,0.16938785743987164,3,1,0,1,1,6.3,high
3.92,1,1,0,1,2,3,3,52,2.7,0,1,2,0.9456740161294152,2,1,1,1,1,2.9,high
4.39,2,4,1,0,1,14,1,37,15.3,1,2,1,0.21969782890070866,4,0,0,1,1,13.3,medium
4.71,2,0,0,1,2,13,2,58,8.7,0,1,3,0.6101575693976761,3,2,1,1,1,7.5,low
7.19,0,0,2,1,3,7,3,47,3.3,0,1,2,0.6860931939952506,3,0,0,1,1,1.6500000000000001,high
5.29,3,0,5,0,1,8,2,68,8.7,3,1,3,0.4084056344544911,2,2,1,1,1,3.6,low
3.85,1,0,2,1,3,14,1,75,19.6,2,1,1,0.2912182057088022,3,2,0,1,1,25.4,low
3.87,1,0,2,1,1,4,2,87,9.3,1,2,1,0.814458417892694,1,0,1,1,1,9.7,low
5.03,0,0,2,2,0,8,2,58,8.3,3,3,2,0.26008088460962653,2,1,0,0,1,7.1,medium
4.16,0,0,0,0,3,9,2,84,9.2,1,1,1,0.9813632149175584,2,2,1,1,1,10.5,low
4.68,2,1,2,0,3,11,2,35,4.1,0,1,2,0.43027932962191195,3,2,0,1,1,4.6,low
7.04,4,0,1,1,0,6,2,41,6.0,2,1,1,0.21478212379352768,2,0,0,0,0,5.6,high
9.02,2,1,2,2,3,4,1,98,36.5,0,2,1,0.3882558199376712,3,2,1,1,1,43.0,low
6.17,0,0,1,1,0,10,2,81,4.7,0,2,2,0.5152121623598644,3,0,1,1,1,5.8,medium
4.95,2,4,1,0,3,9,3,84,2.4,2,1,3,0.5917482747675413,2,1,1,1,1,1.9,medium
4.33,2,0,2,0,2,4,3,64,5.7,1,3,3,0.7115221487133241,3,2,0,0,1,9.4,low
5.88,0,0,2,0,2,5,3,54,3.1,0,2,1,0.39710739720659827,1,0,0,0,1,1.1,high
7.16,2,3,4,1,3,10,3,95,3.3,2,1,1,0.5454192460713457,2,0,0,1,1,4.1,low
7.78,0,0,5,2,1,7,2,31,5.6,1,2,2,0.6436576638690213,2,0,1,1,1,4.8,low
6.67,2,4,3,2,2,6,2,47,7.4,1,2,2,0.5092762312334846,2,0,0,1,1,10.35,low
5.19,1,4,0,0,0,1,2,56,11.7,2,2,1,0.8704603732496532,2,4,0,1,1,16.099999999999998,low
6.97,1,0,1,2,1,14,3,82,5.0,0,3,2,0.6396398580581976,1,2,0,0,1,3.9,low
4.97,1,4,0,0,1,1,2,97,7.4,1,2,1,0.933184870302172,3,0,0,1,1,8.6,low
9.77,2,2,2,1,1,13,1,35,9.3,0,1,3,0.558920084023339,2,0,1,1,1,13.0,low
9.29,0,0,2,2,1,1,3,47,7.4,0,3,1,0.5658430712074091,1,1,1,1,1,4.7,high
4.43,0,0,0,2,2,13,2,60,6.9,1,1,1,0.717988271080962,3,2,1,1,1,5.5,medium
4.74,0,0,0,0,0,14,1,63,8.5,1,3,2,0.9511718216540198,3,0,0,1,1,9.0,medium
7.62,4,2,1,0,3,6,3,64,2.8,3,3,1,0.9788865405873407,4,4,1,1,1,2.3,low
8.8,1,1,3,0,0,7,1,80,9.3,1,1,3,0.14184239733050236,2,3,0,1,1,11.0,low
6.4,2,1,4,2,1,9,3,84,2.6,0,2,3,0.9308101041701579,3,0,0,0,1,1.2,medium
5.42,0,0,1,0,1,3,1,30,15.5,0,1,1,0.26938082345429537,4,2,0,1,1,11.2,high
9.74,2,2,0,2,3,12,1,94,11.1,2,1,1,0.148449732763809,1,3,0,1,1,12.0,low
7.4,0,0,0,0,0,2,3,66,5.0,3,2,2,0.41435989778641635,3,2,1,1,1,6.0,medium
5.16,0,0,1,1,1,1,3,67,7.9,2,3,2,0.3576974600853752,1,1,0,0,1,6.8,low
4.75,0,0,5,0,0,0,1,34,18.4,1,3,1,0.2497411342161083,2,3,0,1,1,21.6,low
3.64,0,0,2,0,0,13,3,95,4.0,2,1,2,0.5010974336300321,2,1,0,1,1,6.6,high
8.4,1,4,1,0,3,14,2,80,10.6,1,1,3,0.1368931439230502,2,1,1,1,1,14.8,low
7.68,0,0,1,1,3,13,2,74,3.0,2,2,3,0.9876862910910753,2,0,0,0,1,6.0,low
7.79,1,1,1,1,1,6,2,95,8.7,0,1,1,0.9156329339358311,2,4,1,1,1,8.1,medium
9.7,0,0,2,0,0,5,3,35,4.9,1,2,2,0.8772330794425388,2,1,1,1,1,6.8999999999999995,low
7.17,2,2,0,2,2,5,1,76,8.1,0,2,1,0.6634049919768437,3,1,1,1,1,9.0,low
4.39,0,0,2,1,3,0,3,64,3.0,2,3,1,0.5422463479931312,1,3,1,1,1,2.0,low
3.93,1,3,0,0,1,3,2,76,6.9,0,1,3,0.19267758866807744,2,1,0,1,1,10.1,low
6.83,1,0,3,0,0,0,3,63,5.3,1,2,2,0.9258968226399974,2,2,1,1,1,3.4,medium
4.36,0,0,1,1,3,0,1,81,12.1,2,2,2,0.9679495812034801,2,0,0,1,1,12.6,medium
5.74,0,0,0,1,2,1,3,76,5.8,1,2,2,0.8138594676430576,3,1,1,1,1,6.1,medium
9.3,0,0,1,1,1,10,2,25,6.9,0,1,1,0.7255781306846417,2,1,1,1,1,9.4,low
4.01,1,2,2,0,2,13,2,29,5.1,2,1,2,0.6263558212756829,1,1,1,1,1,3.3,medium
8.41,1,3,5,0,0,11,3,53,3.1,3,2,2,0.22933414304805558,2,3,0,0,0,5.4,low
9.81,1,0,1,0,0,6,2,34,4.8,3,1,2,0.5536461235845032,1,2,0,0,1,6.0,medium
4.4,0,0,2,1,0,10,2,59,7.5,0,1,1,0.3152297635018261,3,1,1,1,1,5.4,high
5.24,0,0,4,1,0,1,2,69,12.0,3,3,2,0.7335031295338471,2,2,0,1,1,11.7,low
7.5,0,0,3,1,0,0,3,33,8.3,1,3,2,0.8355301610077832,4,1,1,1,1,9.8,low
6.37,3,2,1,1,0,7,3,49,4.2,1,2,1,0.48806203544742377,1,0,1,1,1,6.5,high
7.39,0,0,1,0,2,14,2,27,4.5,0,2,1,0.7916137753674118,3,1,0,1,1,9.2,medium
9.78,3,4,1,0,1,13,3,40,3.1,2,2,1,0.15882137983512723,4,2,1,1,1,2.2,low
7.09,4,0,0,2,0,0,2,76,13.3,3,3,3,0.11816731323123947,3,0,0,1,1,19.6,low
8.72,0,0,0,1,0,5,3,75,2.6,1,1,2,0.17485238781720563,3,1,0,1,1,1.7,medium
6.13,0,0,2,1,0,12,2,48,4.9,1,1,3,0.8893476316647904,2,0,1,1,1,5.4,medium
8.26,0,0,0,1,0,7,2,59,10.2,2,2,3,0.13445358464160634,4,0,1,1,1,13.799999999999999,low
6.53,2,3,0,1,3,9,3,66,4.7,3,2,2,0.49687753060832207,1,0,1,1,1,7.5,low
4.8,4,2,0,1,1,0,1,88,22.4,1,2,1,0.29374941237489244,3,2,0,1,1,28.3,low
9.63,1,4,2,0,2,0,3,33,4.3,0,3,3,0.6497363541169843,3,1,0,1,1,7.9,low
8.45,1,0,5,0,0,0,3,75,8.3,0,3,2,0.24452280897396247,3,1,1,1,1,10.35,low
8.12,0,0,2,1,3,7,2,42,11.0,1,2,2,0.8291862689100858,4,1,1,1,1,10.6,medium
7.24,1,2,1,0,1,13,2,77,7.6,0,2,2,0.4937679755915664,2,0,0,0,0,4.6,high
6.08,0,0,3,1,0,0,2,52,12.6,2,2,3,0.146435280028066,3,0,0,1,1,15.6,low
5.18,0,0,2,2,2,3,2,94,5.8,3,1,2,0.18125736017889077,1,0,0,1,1,7.6,low
9.0,0,0,4,1,3,7,3,76,3.2,2,2,1,0.6601679168242485,3,1,1,1,1,4.7,low
6.95,2,1,2,0,1,5,3,34,3.7,0,2,2,0.7441189750612675,4,2,1,1,1,2.1,low
5.15,1,0,0,0,1,1,3,91,4.4,1,3,3,0.4496145137294084,4,2,0,0,1,5.3,low
7.78,1,1,1,1,3,3,2,72,5.6,0,1,1,0.8613005942188536,4,1,1,1,1,6.5,low
4.08,1,1,2,0,0,6,3,90,3.3,2,2,1,0.9868303478984387,2,0,1,1,1,3.3,medium
6.06,1,2,0,1,3,11,3,94,3.0,1,2,2,0.39943433810135354,1,0,0,0,0,4.8,low
